Type,Model Year,JD,RA (deg),Obliquity (deg)
VE,-298411,-107271148.150926,357.377444,-0.000000
SS,-298411,-107271055.729734,87.377453,23.342814
AE,-298411,-107270966.543187,177.377498,-0.000000
WS,-298411,-107270876.363636,267.377505,-23.342791
VE,-298382,-107260556.138327,357.380535,-0.000000
SS,-298382,-107260463.696953,87.380543,23.341442
AE,-298382,-107260374.503196,177.380588,-0.000000
WS,-298382,-107260284.343392,267.380595,-23.341418
VE,-298353,-107249964.125809,357.383609,-0.000000
SS,-298353,-107249871.664297,87.383617,23.340062
AE,-298353,-107249782.463159,177.383662,-0.000000
WS,-298353,-107249692.323049,267.383669,-23.340038
VE,-298324,-107239372.113372,357.386667,-0.000000
SS,-298324,-107239279.631766,87.386674,23.338674
AE,-298324,-107239190.423076,177.386719,-0.000000
WS,-298324,-107239100.302609,267.386726,-23.338650
VE,-298295,-107228780.101015,357.389707,-0.000000
SS,-298295,-107228687.599363,87.389715,23.337278
AE,-298295,-107228598.382950,177.389759,-0.000000
WS,-298295,-107228508.282069,267.389766,-23.337254
VE,-298266,-107218188.088737,357.392731,-0.000000
SS,-298266,-107218095.567086,87.392738,23.335874
AE,-298266,-107218006.342779,177.392783,-0.000000
WS,-298266,-107217916.261430,267.392789,-23.335850
VE,-298237,-107207596.076537,357.395738,-0.000000
SS,-298237,-107207503.534938,87.395744,23.334462
AE,-298237,-107207414.302567,177.395789,-0.000000
WS,-298237,-107207324.240690,267.395795,-23.334438
VE,-298208,-107197004.064415,357.398727,-0.000000
SS,-298208,-107196911.502919,87.398734,23.333043
AE,-298208,-107196822.262312,177.398778,0.000000
WS,-298208,-107196732.219850,267.398784,-23.333019
VE,-298179,-107186412.052370,357.401700,0.000000
SS,-298179,-107186319.471031,87.401706,23.331616
AE,-298179,-107186230.222017,177.401750,0.000000
WS,-298179,-107186140.198908,267.401756,-23.331591
VE,-298150,-107175820.040401,357.404655,0.000000
SS,-298150,-107175727.439272,87.404660,23.330181
AE,-298150,-107175638.181683,177.404705,-0.000000
WS,-298150,-107175548.177864,267.404710,-23.330156
VE,-298121,-107165228.028506,357.407592,-0.000000
SS,-298121,-107165135.407646,87.407598,23.328738
AE,-298121,-107165046.141309,177.407642,0.000000
WS,-298121,-107164956.156718,267.407647,-23.328713
VE,-298092,-107154636.016686,357.410512,-0.000000
SS,-298092,-107154543.376152,87.410517,23.327287
AE,-298092,-107154454.100898,177.410562,-0.000000
WS,-298092,-107154364.135468,267.410567,-23.327263
VE,-298063,-107144044.004940,357.413415,0.000000
SS,-298063,-107143951.344791,87.413420,23.325829
AE,-298063,-107143862.060450,177.413464,-0.000000
WS,-298063,-107143772.114115,267.413469,-23.325805
VE,-298034,-107133451.993266,357.416299,0.000000
SS,-298034,-107133359.313564,87.416304,23.324363
AE,-298034,-107133270.019966,177.416349,-0.000000
WS,-298034,-107133180.092657,267.416353,-23.324339
VE,-298005,-107122859.981663,357.419166,0.000000
SS,-298005,-107122767.282472,87.419171,23.322890
AE,-298005,-107122677.979448,177.419215,0.000000
WS,-298005,-107122588.071094,267.419219,-23.322865
VE,-297976,-107112267.970132,357.422015,-0.000000
SS,-297976,-107112175.251515,87.422019,23.321409
AE,-297976,-107112085.938895,177.422064,-0.000000
WS,-297976,-107111996.049427,267.422067,-23.321384
VE,-297947,-107101675.958670,357.424846,-0.000000
SS,-297947,-107101583.220695,87.424850,23.319921
AE,-297947,-107101493.898310,177.424894,-0.000000
WS,-297947,-107101404.027653,267.424898,-23.319895
VE,-297918,-107091083.947277,357.427659,-0.000000
SS,-297918,-107090991.190012,87.427663,23.318425
AE,-297918,-107090901.857693,177.427707,0.000000
WS,-297918,-107090812.005773,267.427710,-23.318399
VE,-297889,-107080491.935952,357.430453,-0.000000
SS,-297889,-107080399.159467,87.430457,23.316921
AE,-297889,-107080309.817045,177.430501,-0.000000
WS,-297889,-107080219.983785,267.430504,-23.316896
VE,-297860,-107069899.924694,357.433230,-0.000000
SS,-297860,-107069807.129060,87.433233,23.315410
AE,-297860,-107069717.776367,177.433277,-0.000000
WS,-297860,-107069627.961691,267.433280,-23.315385
VE,-297831,-107059307.913502,357.435988,0.000000
SS,-297831,-107059215.098793,87.435991,23.313892
AE,-297831,-107059125.735661,177.436035,0.000000
WS,-297831,-107059035.939488,267.436037,-23.313866
VE,-297802,-107048715.902376,357.438727,0.000000
SS,-297802,-107048623.068666,87.438730,23.312366
AE,-297802,-107048533.694928,177.438774,0.000000
WS,-297802,-107048443.917177,267.438776,-23.312340
VE,-297773,-107038123.891313,357.441448,-0.000000
SS,-297773,-107038031.038680,87.441451,23.310833
AE,-297773,-107037941.654167,177.441495,-0.000000
WS,-297773,-107037851.894757,267.441497,-23.310807
VE,-297744,-107027531.880314,357.444151,0.000000
SS,-297744,-107027439.008835,87.444153,23.309293
AE,-297744,-107027349.613381,177.444197,0.000000
WS,-297744,-107027259.872228,267.444198,-23.309266
VE,-297715,-107016939.869377,357.446834,0.000000
SS,-297715,-107016846.979133,87.446836,23.307745
AE,-297715,-107016757.572571,177.446880,-0.000000
WS,-297715,-107016667.849588,267.446881,-23.307719
VE,-297686,-107006347.858502,357.449499,-0.000000
SS,-297686,-107006254.949574,87.449501,23.306190
AE,-297686,-107006165.531738,177.449545,-0.000000
WS,-297686,-107006075.826838,267.449546,-23.306163
VE,-297657,-106995755.847687,357.452145,0.000000
SS,-297657,-106995662.920158,87.452146,23.304628
AE,-297657,-106995573.490882,177.452190,-0.000000
WS,-297657,-106995483.803978,267.452191,-23.304601
VE,-297628,-106985163.836930,357.454771,-0.000000
SS,-297628,-106985070.890887,87.454772,23.303058
AE,-297628,-106984981.450005,177.454816,-0.000000
WS,-297628,-106984891.781006,267.454817,-23.303032
VE,-297599,-106974571.826233,357.457379,0.000000
SS,-297599,-106974478.861761,87.457380,23.301482
AE,-297599,-106974389.409108,177.457424,0.000000
WS,-297599,-106974299.757922,267.457424,-23.301455
VE,-297570,-106963979.815592,357.459967,0.000000
SS,-297570,-106963886.832781,87.459968,23.299898
AE,-297570,-106963797.368192,177.460012,-0.000000
WS,-297570,-106963707.734727,267.460012,-23.299871
VE,-297541,-106953387.805007,357.462536,-0.000000
SS,-297541,-106953294.803947,87.462537,23.298307
AE,-297541,-106953205.327259,177.462581,0.000000
WS,-297541,-106953115.711419,267.462580,-23.298281
VE,-297512,-106942795.794478,357.465086,0.000000
SS,-297512,-106942702.775260,87.465086,23.296710
AE,-297512,-106942613.286309,177.465130,0.000000
WS,-297512,-106942523.687997,267.465129,-23.296683
VE,-297483,-106932203.784003,357.467616,0.000000
SS,-297483,-106932110.746721,87.467616,23.295105
AE,-297483,-106932021.245343,177.467660,-0.000000
WS,-297483,-106931931.664463,267.467659,-23.295078
VE,-297454,-106921611.773580,357.470127,-0.000000
SS,-297454,-106921518.718331,87.470126,23.293493
AE,-297454,-106921429.204363,177.470170,0.000000
WS,-297454,-106921339.640815,267.470169,-23.293466
VE,-297425,-106911019.763210,357.472618,0.000000
SS,-297425,-106910926.690090,87.472617,23.291875
AE,-297425,-106910837.163370,177.472661,-0.000000
WS,-297425,-106910747.617052,267.472659,-23.291847
VE,-297396,-106900427.752890,357.475089,-0.000000
SS,-297396,-106900334.661998,87.475088,23.290249
AE,-297396,-106900245.122364,177.475132,-0.000000
WS,-297396,-106900155.593175,267.475130,-23.290221
VE,-297367,-106889835.742620,357.477540,0.000000
SS,-297367,-106889742.634057,87.477539,23.288616
AE,-297367,-106889653.081348,177.477583,-0.000000
WS,-297367,-106889563.569183,267.477581,-23.288589
VE,-297338,-106879243.732399,357.479972,-0.000000
SS,-297338,-106879150.606266,87.479970,23.286977
AE,-297338,-106879061.040322,177.480014,0.000000
WS,-297338,-106878971.545076,267.480011,-23.286949
VE,-297309,-106868651.722225,357.482383,0.000000
SS,-297309,-106868558.578627,87.482381,23.285331
AE,-297309,-106868468.999288,177.482425,-0.000000
WS,-297309,-106868379.520854,267.482422,-23.285303
VE,-297280,-106858059.712097,357.484774,-0.000000
SS,-297280,-106857966.551140,87.484772,23.283678
AE,-297280,-106857876.958246,177.484816,-0.000000
WS,-297280,-106857787.496515,267.484813,-23.283650
VE,-297251,-106847467.702015,357.487146,0.000000
SS,-297251,-106847374.523806,87.487143,23.282019
AE,-297251,-106847284.917198,177.487186,0.000000
WS,-297251,-106847195.472061,267.487183,-23.281990
VE,-297222,-106836875.691977,357.489496,0.000000
SS,-297222,-106836782.496625,87.489494,23.280352
AE,-297222,-106836692.876146,177.489537,-0.000000
WS,-297222,-106836603.447490,267.489533,-23.280324
VE,-297193,-106826283.681981,357.491827,-0.000000
SS,-297193,-106826190.469598,87.491824,23.278679
AE,-297193,-106826100.835089,177.491867,0.000000
WS,-297193,-106826011.422802,267.491863,-23.278651
VE,-297164,-106815691.672028,357.494137,0.000000
SS,-297164,-106815598.442725,87.494133,23.277000
AE,-297164,-106815508.794030,177.494176,0.000000
WS,-297164,-106815419.397997,267.494173,-23.276971
VE,-297135,-106805099.662115,357.496426,0.000000
SS,-297135,-106805006.416008,87.496423,23.275313
AE,-297135,-106804916.752970,177.496465,-0.000000
WS,-297135,-106804827.373074,267.496461,-23.275285
VE,-297106,-106794507.652241,357.498695,-0.000000
SS,-297106,-106794414.389445,87.498691,23.273621
AE,-297106,-106794324.711910,177.498734,-0.000000
WS,-297106,-106794235.348035,267.498730,-23.273592
VE,-297077,-106783915.642406,357.500943,0.000000
SS,-297077,-106783822.363039,87.500939,23.271921
AE,-297077,-106783732.670851,177.500982,-0.000000
WS,-297077,-106783643.322877,267.500977,-23.271893
VE,-297048,-106773323.632608,357.503170,0.000000
SS,-297048,-106773230.336788,87.503166,23.270216
AE,-297048,-106773140.629795,177.503208,0.000000
WS,-297048,-106773051.297601,267.503204,-23.270187
VE,-297019,-106762731.622846,357.505376,0.000000
SS,-297019,-106762638.310695,87.505372,23.268504
AE,-297019,-106762548.588742,177.505414,-0.000000
WS,-297019,-106762459.272206,267.505409,-23.268475
VE,-296990,-106752139.613118,357.507562,0.000000
SS,-296990,-106752046.284760,87.507557,23.266785
AE,-296990,-106751956.547694,177.507599,-0.000000
WS,-296990,-106751867.246693,267.507594,-23.266756
VE,-296961,-106741547.603424,357.509726,0.000000
SS,-296961,-106741454.258982,87.509721,23.265060
AE,-296961,-106741364.506652,177.509763,-0.000000
WS,-296961,-106741275.221062,267.509758,-23.265031
VE,-296932,-106730955.593762,357.511869,0.000000
SS,-296932,-106730862.233362,87.511864,23.263329
AE,-296932,-106730772.465618,177.511906,0.000000
WS,-296932,-106730683.195311,267.511900,-23.263300
VE,-296903,-106720363.584132,357.513991,0.000000
SS,-296903,-106720270.207901,87.513985,23.261591
AE,-296903,-106720180.424593,177.514028,-0.000000
WS,-296903,-106720091.169441,267.514022,-23.261562
VE,-296874,-106709771.574530,357.516092,0.000000
SS,-296874,-106709678.182600,87.516086,23.259847
AE,-296874,-106709588.383577,177.516128,0.000000
WS,-296874,-106709499.143452,267.516122,-23.259818
VE,-296845,-106699179.564958,357.518171,0.000000
SS,-296845,-106699086.157458,87.518165,23.258097
AE,-296845,-106698996.342573,177.518207,-0.000000
WS,-296845,-106698907.117343,267.518200,-23.258068
VE,-296816,-106688587.555413,357.520229,-0.000000
SS,-296816,-106688494.132476,87.520222,23.256341
AE,-296816,-106688404.301582,177.520264,0.000000
WS,-296816,-106688315.091115,267.520257,-23.256312
VE,-296787,-106677995.545894,357.522265,0.000000
SS,-296787,-106677902.107655,87.522258,23.254579
AE,-296787,-106677812.260604,177.522300,0.000000
WS,-296787,-106677723.064767,267.522293,-23.254549
VE,-296758,-106667403.536399,357.524280,0.000000
SS,-296758,-106667310.082994,87.524272,23.252811
AE,-296758,-106667220.219642,177.524314,0.000000
WS,-296758,-106667131.038298,267.524307,-23.252781
VE,-296729,-106656811.526928,357.526272,0.000000
SS,-296729,-106656718.058495,87.526265,23.251036
AE,-296729,-106656628.178696,177.526307,0.000000
WS,-296729,-106656539.011710,267.526299,-23.251006
VE,-296700,-106646219.517480,357.528244,0.000000
SS,-296700,-106646126.034157,87.528236,23.249255
AE,-296700,-106646036.137768,177.528277,0.000000
WS,-296700,-106645946.985002,267.528269,-23.249225
VE,-296671,-106635627.508052,357.530193,0.000000
SS,-296671,-106635534.009982,87.530185,23.247469
AE,-296671,-106635444.096859,177.530226,-0.000000
WS,-296671,-106635354.958174,267.530218,-23.247439
VE,-296642,-106625035.498644,357.532120,0.000000
SS,-296642,-106624941.985968,87.532112,23.245677
AE,-296642,-106624852.055971,177.532153,0.000000
WS,-296642,-106624762.931225,267.532144,-23.245646
VE,-296613,-106614443.489255,357.534025,-0.000000
SS,-296613,-106614349.962117,87.534016,23.243878
AE,-296613,-106614260.015104,177.534058,0.000000
WS,-296613,-106614170.904156,267.534049,-23.243848
VE,-296584,-106603851.479882,357.535908,-0.000000
SS,-296584,-106603757.938429,87.535899,23.242074
AE,-296584,-106603667.974260,177.535940,-0.000000
WS,-296584,-106603578.876966,267.535931,-23.242043
VE,-296555,-106593259.470525,357.537769,0.000000
SS,-296555,-106593165.914904,87.537760,23.240264
AE,-296555,-106593075.933441,177.537801,-0.000000
WS,-296555,-106592986.849657,267.537792,-23.240233
VE,-296526,-106582667.461183,357.539607,0.000000
SS,-296526,-106582573.891542,87.539598,23.238448
AE,-296526,-106582483.892648,177.539639,-0.000000
WS,-296526,-106582394.822226,267.539629,-23.238417
VE,-296497,-106572075.451854,357.541424,0.000000
SS,-296497,-106571981.868345,87.541414,23.236626
AE,-296497,-106571891.851882,177.541455,0.000000
WS,-296497,-106571802.794675,267.541445,-23.236596
VE,-296468,-106561483.442537,357.543217,0.000000
SS,-296468,-106561389.845311,87.543207,23.234799
AE,-296468,-106561299.811144,177.543248,-0.000000
WS,-296468,-106561210.767004,267.543238,-23.234768
VE,-296439,-106550891.433231,357.544989,-0.000000
SS,-296439,-106550797.822442,87.544978,23.232966
AE,-296439,-106550707.770436,177.545019,0.000000
WS,-296439,-106550618.739212,267.545009,-23.232935
VE,-296410,-106540299.423933,357.546737,-0.000000
SS,-296410,-106540205.799736,87.546727,23.231128
AE,-296410,-106540115.729760,177.546767,0.000000
WS,-296410,-106540026.711300,267.546757,-23.231097
VE,-296381,-106529707.414644,357.548463,0.000000
SS,-296381,-106529613.777196,87.548452,23.229283
AE,-296381,-106529523.689115,177.548493,0.000000
WS,-296381,-106529434.683268,267.548482,-23.229252
VE,-296352,-106519115.405361,357.550166,0.000000
SS,-296352,-106519021.754821,87.550155,23.227434
AE,-296352,-106518931.648505,177.550196,-0.000000
WS,-296352,-106518842.655115,267.550185,-23.227402
VE,-296323,-106508523.396084,357.551847,0.000000
SS,-296323,-106508429.732610,87.551835,23.225578
AE,-296323,-106508339.607930,177.551876,0.000000
WS,-296323,-106508250.626841,267.551864,-23.225547
VE,-296294,-106497931.386810,357.553504,0.000000
SS,-296294,-106497837.710565,87.553493,23.223718
AE,-296294,-106497747.567392,177.553533,0.000000
WS,-296294,-106497658.598448,267.553521,-23.223686
VE,-296265,-106487339.377539,357.555139,0.000000
SS,-296265,-106487245.688685,87.555127,23.221852
AE,-296265,-106487155.526891,177.555167,0.000000
WS,-296265,-106487066.569935,267.555155,-23.221820
VE,-296236,-106476747.368269,357.556750,0.000000
SS,-296236,-106476653.666971,87.556738,23.219980
AE,-296236,-106476563.486430,177.556778,-0.000000
WS,-296236,-106476474.541301,267.556766,-23.219948
VE,-296207,-106466155.358999,357.558339,-0.000000
SS,-296207,-106466061.645422,87.558326,23.218103
AE,-296207,-106465971.446010,177.558366,-0.000000
WS,-296207,-106465882.512548,267.558353,-23.218071
VE,-296178,-106455563.349728,357.559904,0.000000
SS,-296178,-106455469.624039,87.559891,23.216221
AE,-296178,-106455379.405632,177.559931,0.000000
WS,-296178,-106455290.483675,267.559918,-23.216189
VE,-296149,-106444971.340453,357.561446,0.000000
SS,-296149,-106444877.602822,87.561432,23.214334
AE,-296149,-106444787.365297,177.561472,0.000000
WS,-296149,-106444698.454683,267.561459,-23.214302
VE,-296120,-106434379.331175,357.562964,0.000000
SS,-296120,-106434285.581771,87.562951,23.212441
AE,-296120,-106434195.325007,177.562990,-0.000000
WS,-296120,-106434106.425571,267.562977,-23.212409
VE,-296091,-106423787.321891,357.564459,0.000000
SS,-296091,-106423693.560886,87.564446,23.210543
AE,-296091,-106423603.284764,177.564485,-0.000000
WS,-296091,-106423514.396339,267.564472,-23.210511
VE,-296062,-106413195.312599,357.565931,0.000000
SS,-296062,-106413101.540167,87.565917,23.208640
AE,-296062,-106413011.244568,177.565956,-0.000000
WS,-296062,-106412922.366989,267.565942,-23.208608
VE,-296033,-106402603.303300,357.567379,0.000000
SS,-296033,-106402509.519614,87.567365,23.206732
AE,-296033,-106402419.204421,177.567404,-0.000000
WS,-296033,-106402330.337520,267.567390,-23.206700
VE,-296004,-106392011.293991,357.568804,0.000000
SS,-296004,-106391917.499227,87.568789,23.204819
AE,-296004,-106391827.164325,177.568828,0.000000
WS,-296004,-106391738.307932,267.568814,-23.204787
VE,-295975,-106381419.284671,357.570204,0.000000
SS,-295975,-106381325.479007,87.570189,23.202901
AE,-295975,-106381235.124281,177.570228,-0.000000
WS,-295975,-106381146.278226,267.570214,-23.202868
VE,-295946,-106370827.275339,357.571581,-0.000000
SS,-295946,-106370733.458952,87.571566,23.200978
AE,-295946,-106370643.084289,177.571605,0.000000
WS,-295946,-106370554.248402,267.571590,-23.200945
VE,-295917,-106360235.265993,357.572934,0.000000
SS,-295917,-106360141.439064,87.572919,23.199050
AE,-295917,-106360051.044353,177.572958,0.000000
WS,-295917,-106359962.218460,267.572942,-23.199017
VE,-295888,-106349643.256631,357.574264,0.000000
SS,-295888,-106349549.419342,87.574248,23.197117
AE,-295888,-106349459.004472,177.574286,-0.000000
WS,-295888,-106349370.188400,267.574271,-23.197084
VE,-295859,-106339051.247253,357.575569,0.000000
SS,-295859,-106338957.399785,87.575553,23.195179
AE,-295859,-106338866.964649,177.575591,0.000000
WS,-295859,-106338778.158223,267.575576,-23.195146
VE,-295830,-106328459.237858,357.576850,0.000000
SS,-295830,-106328365.380395,87.576834,23.193237
AE,-295830,-106328274.924884,177.576872,0.000000
