Type,Model Year,JD,RA (deg),Obliquity (deg)
VE,-94976,-32968101.917466,357.644667,-0.000000
SS,-94976,-32968012.803490,87.644708,23.642495
AE,-94976,-32967921.941644,177.644751,-0.000000
WS,-94976,-32967828.407588,267.644794,-23.642494
VE,-94947,-32957509.882358,357.649645,-0.000000
SS,-94947,-32957420.762804,87.649686,23.642422
AE,-94947,-32957329.920262,177.649730,-0.000000
WS,-94947,-32957236.392043,267.649773,-23.642420
VE,-94918,-32946917.847348,357.654628,-0.000000
SS,-94918,-32946828.722068,87.654669,23.642337
AE,-94918,-32946737.898770,177.654713,-0.000000
WS,-94918,-32946644.376542,267.654756,-23.642336
VE,-94889,-32936325.812436,357.659616,-0.000000
SS,-94889,-32936236.681284,87.659656,23.642243
AE,-94889,-32936145.877169,177.659700,-0.000000
WS,-94889,-32936052.361085,267.659743,-23.642241
VE,-94860,-32925733.777622,357.664607,-0.000000
SS,-94860,-32925644.640453,87.664648,23.642138
AE,-94860,-32925553.855459,177.664692,-0.000000
WS,-94860,-32925460.345672,267.664735,-23.642136
VE,-94831,-32915141.742907,357.669603,-0.000000
SS,-94831,-32915052.599575,87.669643,23.642022
AE,-94831,-32914961.833639,177.669688,-0.000000
WS,-94831,-32914868.330302,267.669730,-23.642020
VE,-94802,-32904549.708291,357.674603,-0.000000
SS,-94802,-32904460.558651,87.674643,23.641896
AE,-94802,-32904369.811709,177.674688,-0.000000
WS,-94802,-32904276.314973,267.674730,-23.641894
VE,-94773,-32893957.673775,357.679606,-0.000000
SS,-94773,-32893868.517682,87.679647,23.641760
AE,-94773,-32893777.789671,177.679692,-0.000000
WS,-94773,-32893684.299686,267.679734,-23.641758
VE,-94744,-32883365.639357,357.684614,-0.000000
SS,-94744,-32883276.476670,87.684654,23.641613
AE,-94744,-32883185.767522,177.684699,-0.000000
WS,-94744,-32883092.284439,267.684741,-23.641611
VE,-94715,-32872773.605040,357.689625,-0.000000
SS,-94715,-32872684.435614,87.689665,23.641456
AE,-94715,-32872593.745265,177.689710,-0.000000
WS,-94715,-32872500.269233,267.689752,-23.641453
VE,-94686,-32862181.570823,357.694640,-0.000000
SS,-94686,-32862092.394516,87.694680,23.641288
AE,-94686,-32862001.722897,177.694725,-0.000000
WS,-94686,-32861908.254065,267.694767,-23.641285
VE,-94657,-32851589.536707,357.699658,-0.000000
SS,-94657,-32851500.353377,87.699698,23.641110
AE,-94657,-32851409.700421,177.699744,0.000000
WS,-94657,-32851316.238936,267.699785,-23.641107
VE,-94628,-32840997.502691,357.704680,-0.000000
SS,-94628,-32840908.312197,87.704720,23.640922
AE,-94628,-32840817.677834,177.704765,-0.000000
WS,-94628,-32840724.223844,267.704807,-23.640918
VE,-94599,-32830405.468776,357.709705,-0.000000
SS,-94599,-32830316.270978,87.709744,23.640723
AE,-94599,-32830225.655138,177.709790,0.000000
WS,-94599,-32830132.208790,267.709832,-23.640719
VE,-94570,-32819813.434962,357.714733,-0.000000
SS,-94570,-32819724.229720,87.714772,23.640513
AE,-94570,-32819633.632333,177.714818,-0.000000
WS,-94570,-32819540.193772,267.714859,-23.640510
VE,-94541,-32809221.401250,357.719764,-0.000000
SS,-94541,-32809132.188424,87.719803,23.640293
AE,-94541,-32809041.609418,177.719849,-0.000000
WS,-94541,-32808948.178789,267.719890,-23.640289
VE,-94512,-32798629.367640,357.724797,-0.000000
SS,-94512,-32798540.147091,87.724837,23.640063
AE,-94512,-32798449.586393,177.724883,-0.000000
WS,-94512,-32798356.163842,267.724924,-23.640059
VE,-94483,-32788037.334132,357.729834,-0.000000
SS,-94483,-32787948.105722,87.729873,23.639822
AE,-94483,-32787857.563259,177.729920,-0.000000
WS,-94483,-32787764.148929,267.729961,-23.639817
VE,-94454,-32777445.300726,357.734873,-0.000000
SS,-94454,-32777356.064317,87.734912,23.639570
AE,-94454,-32777265.540015,177.734959,-0.000000
WS,-94454,-32777172.134049,267.735000,-23.639566
VE,-94425,-32766853.267422,357.739915,-0.000000
SS,-94425,-32766764.022879,87.739954,23.639308
AE,-94425,-32766673.516662,177.740001,-0.000000
WS,-94425,-32766580.119202,267.740041,-23.639303
VE,-94396,-32756261.234222,357.744959,-0.000000
SS,-94396,-32756171.981406,87.744998,23.639035
AE,-94396,-32756081.493199,177.745045,-0.000000
WS,-94396,-32755988.104387,267.745085,-23.639031
VE,-94367,-32745669.201124,357.750006,-0.000000
SS,-94367,-32745579.939901,87.750044,23.638752
AE,-94367,-32745489.469627,177.750091,-0.000000
WS,-94367,-32745396.089604,267.750132,-23.638747
VE,-94338,-32735077.168130,357.755054,-0.000000
SS,-94338,-32734987.898364,87.755093,23.638458
AE,-94338,-32734897.445946,177.755140,-0.000000
WS,-94338,-32734804.074851,267.755180,-23.638453
VE,-94309,-32724485.135239,357.760105,-0.000000
SS,-94309,-32724395.856796,87.760143,23.638154
AE,-94309,-32724305.422155,177.760191,-0.000000
WS,-94309,-32724212.060129,267.760231,-23.638149
VE,-94280,-32713893.102452,357.765157,-0.000000
SS,-94280,-32713803.815198,87.765196,23.637839
AE,-94280,-32713713.398255,177.765243,-0.000000
WS,-94280,-32713620.045436,267.765283,-23.637834
VE,-94251,-32703301.069769,357.770212,-0.000000
SS,-94251,-32703211.773570,87.770250,23.637514
AE,-94251,-32703121.374245,177.770298,-0.000000
WS,-94251,-32703028.030772,267.770338,-23.637508
VE,-94222,-32692709.037190,357.775268,-0.000000
SS,-94222,-32692619.731914,87.775306,23.637178
AE,-94222,-32692529.350127,177.775354,0.000000
WS,-94222,-32692436.016135,267.775394,-23.637172
VE,-94193,-32682117.004715,357.780326,-0.000000
SS,-94193,-32682027.690230,87.780364,23.636831
AE,-94193,-32681937.325899,177.780411,-0.000000
WS,-94193,-32681844.001527,267.780451,-23.636825
VE,-94164,-32671524.972345,357.785385,-0.000000
SS,-94164,-32671435.648519,87.785423,23.636474
AE,-94164,-32671345.301562,177.785471,-0.000000
WS,-94164,-32671251.986945,267.785510,-23.636468
VE,-94135,-32660932.940080,357.790445,-0.000000
SS,-94135,-32660843.606783,87.790483,23.636107
AE,-94135,-32660753.277116,177.790531,-0.000000
WS,-94135,-32660659.972389,267.790571,-23.636100
VE,-94106,-32650340.907920,357.795507,-0.000000
SS,-94106,-32650251.565021,87.795545,23.635728
AE,-94106,-32650161.252562,177.795593,-0.000000
WS,-94106,-32650067.957858,267.795632,-23.635722
VE,-94077,-32639748.875865,357.800570,-0.000000
SS,-94077,-32639659.523234,87.800607,23.635339
AE,-94077,-32639569.227898,177.800656,-0.000000
WS,-94077,-32639475.943352,267.800695,-23.635332
VE,-94048,-32629156.843915,357.805634,-0.000000
SS,-94048,-32629067.481424,87.805671,23.634940
AE,-94048,-32628977.203125,177.805720,-0.000000
WS,-94048,-32628883.928870,267.805759,-23.634933
VE,-94019,-32618564.812071,357.810699,-0.000000
SS,-94019,-32618475.439592,87.810736,23.634529
AE,-94019,-32618385.178244,177.810784,-0.000000
WS,-94019,-32618291.914412,267.810823,-23.634522
VE,-93990,-32607972.780333,357.815764,-0.000000
SS,-93990,-32607883.397737,87.815801,23.634109
AE,-93990,-32607793.153254,177.815850,-0.000000
WS,-93990,-32607699.899976,267.815889,-23.634101
VE,-93961,-32597380.748702,357.820830,-0.000000
SS,-93961,-32597291.355862,87.820867,23.633677
AE,-93961,-32597201.128155,177.820916,0.000000
WS,-93961,-32597107.885563,267.820954,-23.633670
VE,-93932,-32586788.717176,357.825897,-0.000000
SS,-93932,-32586699.313966,87.825934,23.633235
AE,-93932,-32586609.102948,177.825983,-0.000000
WS,-93932,-32586515.871171,267.826021,-23.633228
VE,-93903,-32576196.685756,357.830964,-0.000000
SS,-93903,-32576107.272051,87.831000,23.632783
AE,-93903,-32576017.077633,177.831050,-0.000000
WS,-93903,-32575923.856799,267.831088,-23.632775
VE,-93874,-32565604.654444,357.836031,-0.000000
SS,-93874,-32565515.230117,87.836068,23.632319
AE,-93874,-32565425.052209,177.836117,-0.000000
WS,-93874,-32565331.842448,267.836155,-23.632311
VE,-93845,-32555012.623238,357.841099,-0.000000
SS,-93845,-32554923.188165,87.841135,23.631845
AE,-93845,-32554833.026677,177.841185,-0.000000
WS,-93845,-32554739.828116,267.841222,-23.631837
VE,-93816,-32544420.592139,357.846166,-0.000000
SS,-93816,-32544331.146196,87.846202,23.631361
AE,-93816,-32544241.001037,177.846252,-0.000000
WS,-93816,-32544147.813803,267.846290,-23.631352
VE,-93787,-32533828.561147,357.851234,-0.000000
SS,-93787,-32533739.104211,87.851270,23.630866
AE,-93787,-32533648.975289,177.851319,-0.000000
WS,-93787,-32533555.799509,267.851357,-23.630857
VE,-93758,-32523236.530262,357.856301,-0.000000
SS,-93758,-32523147.062211,87.856337,23.630360
AE,-93758,-32523056.949433,177.856387,-0.000000
WS,-93758,-32522963.785231,267.856424,-23.630351
VE,-93729,-32512644.499485,357.861368,-0.000000
SS,-93729,-32512555.020196,87.861404,23.629843
AE,-93729,-32512464.923469,177.861454,0.000000
WS,-93729,-32512371.770971,267.861491,-23.629834
VE,-93700,-32502052.468816,357.866434,-0.000000
SS,-93700,-32501962.978168,87.866470,23.629316
AE,-93700,-32501872.897397,177.866520,-0.000000
WS,-93700,-32501779.756727,267.866557,-23.629307
VE,-93671,-32491460.438254,357.871500,-0.000000
SS,-93671,-32491370.936126,87.871536,23.628778
AE,-93671,-32491280.871218,177.871586,-0.000000
WS,-93671,-32491187.742499,267.871623,-23.628769
VE,-93642,-32480868.407801,357.876565,-0.000000
SS,-93642,-32480778.894072,87.876601,23.628230
AE,-93642,-32480688.844931,177.876651,-0.000000
WS,-93642,-32480595.728285,267.876688,-23.628220
VE,-93613,-32470276.377456,357.881630,-0.000000
SS,-93613,-32470186.852007,87.881665,23.627671
AE,-93613,-32470096.818537,177.881716,-0.000000
WS,-93613,-32470003.714086,267.881752,-23.627661
VE,-93584,-32459684.347219,357.886694,-0.000000
SS,-93584,-32459594.809931,87.886729,23.627101
AE,-93584,-32459504.792035,177.886779,-0.000000
WS,-93584,-32459411.699901,267.886816,-23.627091
VE,-93555,-32449092.317090,357.891756,-0.000000
SS,-93555,-32449002.767845,87.891791,23.626521
AE,-93555,-32448912.765427,177.891842,-0.000000
WS,-93555,-32448819.685728,267.891878,-23.626510
VE,-93526,-32438500.287070,357.896818,-0.000000
SS,-93526,-32438410.725750,87.896852,23.625930
AE,-93526,-32438320.738711,177.896903,-0.000000
WS,-93526,-32438227.671569,267.896939,-23.625919
VE,-93497,-32427908.257159,357.901878,-0.000000
SS,-93497,-32427818.683648,87.901912,23.625328
AE,-93497,-32427728.711889,177.901963,-0.000000
WS,-93497,-32427635.657421,267.901999,-23.625317
VE,-93468,-32417316.227357,357.906936,-0.000000
SS,-93468,-32417226.641537,87.906971,23.624715
AE,-93468,-32417136.684959,177.907022,-0.000000
WS,-93468,-32417043.643284,267.907058,-23.624705
VE,-93439,-32406724.197664,357.911994,-0.000000
SS,-93439,-32406634.599420,87.912028,23.624092
AE,-93439,-32406544.657923,177.912079,-0.000000
WS,-93439,-32406451.629157,267.912115,-23.624081
VE,-93410,-32396132.168080,357.917049,-0.000000
SS,-93410,-32396042.557298,87.917084,23.623459
AE,-93410,-32395952.630781,177.917135,-0.000000
WS,-93410,-32395859.615041,267.917170,-23.623448
VE,-93381,-32385540.138606,357.922103,-0.000000
SS,-93381,-32385450.515170,87.922137,23.622814
AE,-93381,-32385360.603532,177.922189,-0.000000
WS,-93381,-32385267.600934,267.922224,-23.622803
VE,-93352,-32374948.109241,357.927155,-0.000000
SS,-93352,-32374858.473038,87.927189,23.622159
AE,-93352,-32374768.576177,177.927241,-0.000000
WS,-93352,-32374675.586835,267.927276,-23.622148
VE,-93323,-32364356.079986,357.932205,-0.000000
SS,-93323,-32364266.430902,87.932239,23.621494
AE,-93323,-32364176.548715,177.932291,-0.000000
WS,-93323,-32364083.572745,267.932326,-23.621482
VE,-93294,-32353764.050841,357.937253,-0.000000
SS,-93294,-32353674.388764,87.937287,23.620817
AE,-93294,-32353584.521148,177.937339,-0.000000
WS,-93294,-32353491.558662,267.937374,-23.620805
VE,-93265,-32343172.021805,357.942299,-0.000000
SS,-93265,-32343082.346624,87.942333,23.620130
AE,-93265,-32342992.493475,177.942385,-0.000000
WS,-93265,-32342899.544586,267.942419,-23.620118
VE,-93236,-32332579.992880,357.947342,-0.000000
SS,-93236,-32332490.304483,87.947376,23.619432
AE,-93236,-32332400.465696,177.947428,-0.000000
WS,-93236,-32332307.530515,267.947462,-23.619420
VE,-93207,-32321987.964065,357.952383,-0.000000
SS,-93207,-32321898.262342,87.952416,23.618724
AE,-93207,-32321808.437812,177.952469,-0.000000
WS,-93207,-32321715.516451,267.952503,-23.618712
VE,-93178,-32311395.935361,357.957422,-0.000000
SS,-93178,-32311306.220201,87.957455,23.618005
AE,-93178,-32311216.409822,177.957507,-0.000000
WS,-93178,-32311123.502391,267.957541,-23.617993
VE,-93149,-32300803.906767,357.962457,-0.000000
SS,-93149,-32300714.178061,87.962490,23.617275
AE,-93149,-32300624.381727,177.962543,-0.000000
WS,-93149,-32300531.488336,267.962576,-23.617263
VE,-93120,-32290211.878284,357.967490,-0.000000
SS,-93120,-32290122.135923,87.967523,23.616535
AE,-93120,-32290032.353526,177.967575,-0.000000
WS,-93120,-32289939.474284,267.967609,-23.616522
VE,-93091,-32279619.849911,357.972520,-0.000000
SS,-93091,-32279530.093788,87.972553,23.615784
AE,-93091,-32279440.325221,177.972605,-0.000000
WS,-93091,-32279347.460236,267.972639,-23.615771
VE,-93062,-32269027.821650,357.977547,-0.000000
SS,-93062,-32268938.051657,87.977579,23.615023
AE,-93062,-32268848.296811,177.977632,-0.000000
WS,-93062,-32268755.446190,267.977665,-23.615009
VE,-93033,-32258435.793499,357.982571,-0.000000
SS,-93033,-32258346.009530,87.982603,23.614250
AE,-93033,-32258256.268296,177.982656,-0.000000
WS,-93033,-32258163.432146,267.982689,-23.614237
VE,-93004,-32247843.765460,357.987591,-0.000000
SS,-93004,-32247753.967408,87.987623,23.613468
AE,-93004,-32247664.239677,177.987676,-0.000000
WS,-93004,-32247571.418102,267.987709,-23.613454
VE,-92975,-32237251.737532,357.992608,-0.000000
SS,-92975,-32237161.925292,87.992640,23.612674
AE,-92975,-32237072.210953,177.992693,-0.000000
WS,-92975,-32236979.404060,267.992726,-23.612660
VE,-92946,-32226659.709715,357.997621,-0.000000
SS,-92946,-32226569.883183,87.997653,23.611870
AE,-92946,-32226480.182126,177.997706,-0.000000
WS,-92946,-32226387.390017,267.997739,-23.611856
VE,-92917,-32216067.682010,358.002631,-0.000000
SS,-92917,-32215977.841082,88.002662,23.611055
AE,-92917,-32215888.153194,178.002716,-0.000000
WS,-92917,-32215795.375974,268.002748,-23.611041
VE,-92888,-32205475.654416,358.007637,-0.000000
SS,-92888,-32205385.798988,88.007668,23.610230
AE,-92888,-32205296.124158,178.007722,-0.000000
WS,-92888,-32205203.361930,268.007754,-23.610215
VE,-92859,-32194883.626935,358.012639,-0.000000
SS,-92859,-32194793.756904,88.012670,23.609394
AE,-92859,-32194704.095019,178.012724,-0.000000
WS,-92859,-32194611.347883,268.012756,-23.609379
VE,-92830,-32184291.599565,358.017637,-0.000000
SS,-92830,-32184201.714830,88.017668,23.608547
AE,-92830,-32184112.065776,178.017722,-0.000000
WS,-92830,-32184019.333834,268.017754,-23.608532
VE,-92801,-32173699.572307,358.022631,-0.000000
SS,-92801,-32173609.672766,88.022662,23.607690
AE,-92801,-32173520.036429,178.022716,-0.000000
WS,-92801,-32173427.319782,268.022747,-23.607675
VE,-92772,-32163107.545161,358.027621,-0.000000
SS,-92772,-32163017.630714,88.027651,23.606822
AE,-92772,-32162928.006980,178.027705,-0.000000
WS,-92772,-32162835.305727,268.027737,-23.606807
VE,-92743,-32152515.518128,358.032606,-0.000000
SS,-92743,-32152425.588674,88.032636,23.605943
AE,-92743,-32152335.977427,178.032690,-0.000000
WS,-92743,-32152243.291666,268.032722,-23.605928
VE,-92714,-32141923.491207,358.037587,-0.000000
SS,-92714,-32141833.546646,88.037617,23.605054
AE,-92714,-32141743.947771,178.037671,-0.000000
WS,-92714,-32141651.277601,268.037702,-23.605039
VE,-92685,-32131331.464398,358.042563,-0.000000
SS,-92685,-32131241.504633,88.042593,23.604154
AE,-92685,-32131151.918013,178.042647,-0.000000
WS,-92685,-32131059.263531,268.042678,-23.604139
VE,-92656,-32120739.437702,358.047534,-0.000000
SS,-92656,-32120649.462634,88.047564,23.603244
AE,-92656,-32120559.888153,178.047619,-0.000000
WS,-92656,-32120467.249454,268.047649,-23.603228
VE,-92627,-32110147.411118,358.052501,-0.000000
SS,-92627,-32110057.420651,88.052531,23.602323
AE,-92627,-32109967.858189,178.052585,-0.000000
WS,-92627,-32109875.235370,268.052616,-23.602307
VE,-92598,-32099555.384647,358.057463,-0.000000
SS,-92598,-32099465.378684,88.057492,23.601392
AE,-92598,-32099375.828124,178.057547,-0.000000
WS,-92598,-32099283.221278,268.057577,-23.601376
VE,-92569,-32088963.358289,358.062419,-0.000000
SS,-92569,-32088873.336733,88.062449,23.600450
AE,-92569,-32088783.797957,178.062503,-0.000000
WS,-92569,-32088691.207179,268.062533,-23.600433
VE,-92540,-32078371.332044,358.067371,-0.000000
SS,-92540,-32078281.294801,88.067400,23.599497
AE,-92540,-32078191.767688,178.067454,-0.000000
WS,-92540,-32078099.193071,268.067484,-23.599481
VE,-92511,-32067779.305912,358.072317,-0.000000
SS,-92511,-32067689.252887,88.072346,23.598534
AE,-92511,-32067599.737318,178.072400,-0.000000
WS,-92511,-32067507.178953,268.072430,-23.598517
VE,-92482,-32057187.279893,358.077257,-0.000000
SS,-92482,-32057097.210992,88.077286,23.597560
AE,-92482,-32057007.706846,178.077341,-0.000000
WS,-92482,-32056915.164825,268.077370,-23.597543
VE,-92453,-32046595.253987,358.082192,-0.000000
SS,-92453,-32046505.169117,88.082221,23.596576
AE,-92453,-32046415.676272,178.082276,-0.000000
WS,-92453,-32046323.150687,268.082305,-23.596559
VE,-92424,-32036003.228194,358.087121,-0.000000
SS,-92424,-32035913.127263,88.087150,23.595581
AE,-92424,-32035823.645598,178.087205,-0.000000
WS,-92424,-32035731.136538,268.087234,-23.595564
VE,-92395,-32025411.202515,358.092045,-0.000000
SS,-92395,-32025321.085431,88.092073,23.594576
AE,-92395,-32025231.614823,178.092128,-0.000000
WS,-92395,-32025139.122377,268.092157,-23.594558
VE,-92366,-32014819.176949,358.096962,-0.000000
SS,-92366,-32014729.043621,88.096991,23.593560
AE,-92366,-32014639.583947,178.097046,-0.000000
WS,-92366,-32014547.108203,268.097074,-23.593542
VE,-92337,-32004227.151497,358.101874,-0.000000
SS,-92337,-32004137.001834,88.101902,23.592533
AE,-92337,-32004047.552971,178.101957,-0.000000
WS,-92337,-32003955.094016,268.101986,-23.592516
VE,-92308,-31993635.126158,358.106779,-0.000000
SS,-92308,-31993544.960072,88.106807,23.591496
AE,-92308,-31993455.521895,178.106862,-0.000000
WS,-92308,-31993363.079815,268.106891,-23.591479
VE,-92279,-31983043.100933,358.111678,-0.000000
SS,-92279,-31982952.918334,88.111706,23.590449
AE,-92279,-31982863.490718,178.111761,-0.000000
WS,-92279,-31982771.065600,268.111789,-23.590431
VE,-92250,-31972451.075822,358.116571,-0.000000
SS,-92250,-31972360.876622,88.116598,23.589391
AE,-92250,-31972271.459442,178.116654,-0.000000
WS,-92250,-31972179.051370,268.116682,-23.589373
VE,-92221,-31961859.050824,358.121457,0.000000
SS,-92221,-31961768.834937,88.121484,23.588323
AE,-92221,-31961679.428066,178.121540,-0.000000
WS,-92221,-31961587.037124,268.121567,-23.588304
VE,-92192,-31951267.025940,358.126337,-0.000000
SS,-92192,-31951176.793278,88.126364,23.587244
AE,-92192,-31951087.396591,178.126419,-0.000000
WS,-92192,-31950995.022862,268.126447,-23.587225
VE,-92163,-31940675.001171,358.131209,-0.000000
SS,-92163,-31940584.751648,88.131236,23.586154
AE,-92163,-31940495.365017,178.131292,-0.000000
WS,-92163,-31940403.008583,268.131319,-23.586136
VE,-92134,-31930082.976515,358.136075,0.000000
SS,-92134,-31929992.710047,88.136102,23.585054
AE,-92134,-31929903.333343,178.136158,-0.000000
WS,-92134,-31929810.994287,268.136185,-23.585035
VE,-92105,-31919490.951973,358.140934,-0.000000
SS,-92105,-31919400.668475,88.140961,23.583944
AE,-92105,-31919311.301571,178.141016,-0.000000
WS,-92105,-31919218.979972,268.141043,-23.583925
VE,-92076,-31908898.927546,358.145786,-0.000000
SS,-92076,-31908808.626933,88.145812,23.582823
AE,-92076,-31908719.269700,178.145868,-0.000000
WS,-92076,-31908626.965638,268.145895,-23.582804
VE,-92047,-31898306.903232,358.150630,-0.000000
SS,-92047,-31898216.585423,88.150656,23.581692
AE,-92047,-31898127.237731,178.150712,-0.000000
WS,-92047,-31898034.951285,268.150739,-23.581673
VE,-92018,-31887714.879033,358.155467,-0.000000
SS,-92018,-31887624.543945,88.155493,23.580551
AE,-92018,-31887535.205664,178.155550,-0.000000
WS,-92018,-31887442.936911,268.155575,-23.580531
VE,-91989,-31877122.854948,358.160297,-0.000000
SS,-91989,-31877032.502500,88.160323,23.579398
AE,-91989,-31876943.173498,178.160379,-0.000000
WS,-91989,-31876850.922517,268.160405,-23.579379
VE,-91960,-31866530.830978,358.165119,-0.000000
SS,-91960,-31866440.461089,88.165145,23.578236
AE,-91960,-31866351.141236,178.165201,-0.000000
WS,-91960,-31866258.908102,268.165227,-23.578216
VE,-91931,-31855938.807121,358.169934,-0.000000
SS,-91931,-31855848.419712,88.169959,23.577063
AE,-91931,-31855759.108875,178.170015,-0.000000
WS,-91931,-31855666.893664,268.170041,-23.577043
VE,-91902,-31845346.783379,358.174740,0.000000
SS,-91902,-31845256.378371,88.174765,23.575880
AE,-91902,-31845167.076418,178.174822,-0.000000
WS,-91902,-31845074.879203,268.174847,-23.575860
VE,-91873,-31834754.759752,358.179539,-0.000000
SS,-91873,-31834664.337066,88.179564,23.574686
AE,-91873,-31834575.043864,178.179620,-0.000000
WS,-91873,-31834482.864719,268.179645,-23.574666
VE,-91844,-31824162.736239,358.184329,-0.000000
SS,-91844,-31824072.295797,88.184354,23.573482
AE,-91844,-31823983.011213,178.184410,-0.000000
WS,-91844,-31823890.850211,268.184435,-23.573462
VE,-91815,-31813570.712840,358.189112,-0.000000
SS,-91815,-31813480.254567,88.189136,23.572268
AE,-91815,-31813390.978465,178.189193,-0.000000
WS,-91815,-31813298.835679,268.189217,-23.572247
VE,-91786,-31802978.689556,358.193886,0.000000
SS,-91786,-31802888.213375,88.193910,23.571043
AE,-91786,-31802798.945621,178.193967,-0.000000
WS,-91786,-31802706.821121,268.193991,-23.571022
VE,-91757,-31792386.666387,358.198651,0.000000
SS,-91757,-31792296.172223,88.198675,23.569808
AE,-91757,-31792206.912682,178.198732,-0.000000
WS,-91757,-31792114.806536,268.198756,-23.569787
VE,-91728,-31781794.643332,358.203408,-0.000000
SS,-91728,-31781704.131111,88.203432,23.568563
AE,-91728,-31781614.879646,178.203489,-0.000000
WS,-91728,-31781522.791926,268.203513,-23.568542
VE,-91699,-31771202.620391,358.208157,0.000000
SS,-91699,-31771112.090040,88.208180,23.567307
AE,-91699,-31771022.846516,178.208237,-0.000000
WS,-91699,-31770930.777287,268.208261,-23.567286
VE,-91670,-31760610.597565,358.212896,0.000000
SS,-91670,-31760520.049011,88.212920,23.566042
AE,-91670,-31760430.813290,178.212977,-0.000000
WS,-91670,-31760338.762621,268.213000,-23.566020
VE,-91641,-31750018.574854,358.217627,-0.000000
SS,-91641,-31749928.008025,88.217650,23.564765
AE,-91641,-31749838.779969,178.217707,-0.000000
WS,-91641,-31749746.747926,268.217730,-23.564743
VE,-91612,-31739426.552257,358.222349,-0.000000
SS,-91612,-31739335.967082,88.222372,23.563479
AE,-91612,-31739246.746553,178.222429,-0.000000
WS,-91612,-31739154.733201,268.222452,-23.563457
VE,-91583,-31728834.529775,358.227061,-0.000000
SS,-91583,-31728743.926184,88.227084,23.562182
AE,-91583,-31728654.713043,178.227141,-0.000000
WS,-91583,-31728562.718447,268.227164,-23.562160
VE,-91554,-31718242.507407,358.231765,0.000000
SS,-91554,-31718151.885331,88.231787,23.560875
AE,-91554,-31718062.679439,178.231845,-0.000000
WS,-91554,-31717970.703662,268.231867,-23.560853
VE,-91525,-31707650.485154,358.236459,-0.000000
SS,-91525,-31707559.844525,88.236481,23.559558
AE,-91525,-31707470.645742,178.236538,-0.000000
WS,-91525,-31707378.688845,268.236561,-23.559535
VE,-91496,-31697058.463016,358.241143,0.000000
SS,-91496,-31696967.803765,88.241165,23.558231
AE,-91496,-31696878.611950,178.241223,-0.000000
WS,-91496,-31696786.673996,268.241245,-23.558208
VE,-91467,-31686466.440991,358.245818,-0.000000
SS,-91467,-31686375.763054,88.245840,23.556893
AE,-91467,-31686286.578065,178.245897,-0.000000
WS,-91467,-31686194.659114,268.245919,-23.556870
VE,-91438,-31675874.419082,358.250483,-0.000000
SS,-91438,-31675783.722391,88.250505,23.555545
AE,-91438,-31675694.544088,178.250563,-0.000000
WS,-91438,-31675602.644199,268.250584,-23.555522
VE,-91409,-31665282.397287,358.255139,0.000000
SS,-91409,-31665191.681777,88.255160,23.554187
AE,-91409,-31665102.510018,178.255218,-0.000000
WS,-91409,-31665010.629250,268.255239,-23.554164
VE,-91380,-31654690.375606,358.259784,-0.000000
SS,-91380,-31654599.641214,88.259805,23.552819
AE,-91380,-31654510.475855,178.259863,-0.000000
WS,-91380,-31654418.614266,268.259884,-23.552796
VE,-91351,-31644098.354040,358.264419,-0.000000
SS,-91351,-31644007.600703,88.264440,23.551441
AE,-91351,-31643918.441600,178.264498,-0.000000
WS,-91351,-31643826.599246,268.264519,-23.551417
VE,-91322,-31633506.332588,358.269045,-0.000000
SS,-91322,-31633415.560243,88.269065,23.550053
AE,-91322,-31633326.407254,178.269123,-0.000000
WS,-91322,-31633234.584191,268.269144,-23.550029
VE,-91293,-31622914.311250,358.273659,-0.000000
SS,-91293,-31622823.519837,88.273680,23.548654
AE,-91293,-31622734.372816,178.273738,-0.000000
WS,-91293,-31622642.569098,268.273758,-23.548630
VE,-91264,-31612322.290027,358.278264,0.000000
SS,-91264,-31612231.479484,88.278284,23.547245
AE,-91264,-31612142.338287,178.278342,-0.000000
WS,-91264,-31612050.553968,268.278362,-23.547221
VE,-91235,-31601730.268917,358.282858,-0.000000
SS,-91235,-31601639.439186,88.282878,23.545827
AE,-91235,-31601550.303667,178.282936,-0.000000
WS,-91235,-31601458.538799,268.282955,-23.545802
VE,-91206,-31591138.247922,358.287441,-0.000000
SS,-91206,-31591047.398944,88.287461,23.544398
AE,-91206,-31590958.268956,178.287519,-0.000000
WS,-91206,-31590866.523591,268.287538,-23.544373
VE,-91177,-31580546.227041,358.292013,-0.000000
SS,-91177,-31580455.358758,88.292033,23.542959
AE,-91177,-31580366.234156,178.292091,-0.000000
WS,-91177,-31580274.508344,268.292110,-23.542935
VE,-91148,-31569954.206274,358.296575,-0.000000
SS,-91148,-31569863.318630,88.296594,23.541510
AE,-91148,-31569774.199265,178.296652,-0.000000
WS,-91148,-31569682.493056,268.296671,-23.541485
VE,-91119,-31559362.185621,358.301126,-0.000000
SS,-91119,-31559271.278560,88.301145,23.540051
AE,-91119,-31559182.164285,178.301203,-0.000000
WS,-91119,-31559090.477727,268.301222,-23.540026
VE,-91090,-31548770.165081,358.305665,-0.000000
SS,-91090,-31548679.238549,88.305684,23.538583
AE,-91090,-31548590.129216,178.305742,-0.000000
WS,-91090,-31548498.462356,268.305761,-23.538557
VE,-91061,-31538178.144656,358.310193,-0.000000
SS,-91061,-31538087.198597,88.310212,23.537104
AE,-91061,-31537998.094059,178.310270,-0.000000
