Type,Model Year,JD,RA (deg),Obliquity (deg)
SS,-25202,-7483603.380708,85.616993,23.639046
AE,-25202,-7483513.788689,175.616947,-0.000000
WS,-25202,-7483424.310016,265.616957,-23.639081
VE,-25173,-7473104.518456,355.614845,0.000000
SS,-25173,-7473011.357415,85.614855,23.641104
AE,-25173,-7472921.751685,175.614809,0.000000
WS,-25173,-7472832.289750,265.614819,-23.641139
VE,-25144,-7462512.512562,355.612729,-0.000000
SS,-25144,-7462419.334235,85.612738,23.643169
AE,-25144,-7462329.714637,175.612692,0.000000
WS,-25144,-7462240.269326,265.612703,-23.643204
VE,-25115,-7451920.506670,355.610635,0.000000
SS,-25115,-7451827.311170,85.610644,23.645240
AE,-25115,-7451737.677545,175.610599,0.000000
WS,-25115,-7451648.248744,265.610609,-23.645275
VE,-25086,-7441328.500779,355.608563,0.000000
SS,-25086,-7441235.288221,85.608573,23.647318
AE,-25086,-7441145.640411,175.608527,0.000000
WS,-25086,-7441056.228003,265.608539,-23.647353
VE,-25057,-7430736.494888,355.606514,0.000000
SS,-25057,-7430643.265387,85.606525,23.649402
AE,-25057,-7430553.603235,175.606479,0.000000
WS,-25057,-7430464.207104,265.606490,-23.649437
VE,-25028,-7420144.488996,355.604488,0.000000
SS,-25028,-7420051.242668,85.604499,23.651493
AE,-25028,-7419961.566019,175.604453,0.000000
WS,-25028,-7419872.186045,265.604465,-23.651528
VE,-24999,-7409552.483100,355.602485,0.000000
SS,-24999,-7409459.220066,85.602496,23.653590
AE,-24999,-7409369.528764,175.602450,0.000000
WS,-24999,-7409280.164826,265.602462,-23.653625
VE,-24970,-7398960.477200,355.600504,-0.000000
SS,-24970,-7398867.197580,85.600516,23.655693
AE,-24970,-7398777.491471,175.600470,0.000000
WS,-24970,-7398688.143447,265.600482,-23.655728
VE,-24941,-7388368.471295,355.598547,-0.000000
SS,-24941,-7388275.175211,85.598558,23.657802
AE,-24941,-7388185.454141,175.598513,0.000000
WS,-24941,-7388096.121907,265.598525,-23.657838
VE,-24912,-7377776.465382,355.596612,0.000000
SS,-24912,-7377683.152959,85.596624,23.659918
AE,-24912,-7377593.416775,175.596579,0.000000
WS,-24912,-7377504.100207,265.596592,-23.659954
VE,-24883,-7367184.459461,355.594701,-0.000000
SS,-24883,-7367091.130825,85.594713,23.662040
AE,-24883,-7367001.379374,175.594668,0.000000
WS,-24883,-7366912.078345,265.594681,-23.662076
VE,-24854,-7356592.453530,355.592813,0.000000
SS,-24854,-7356499.108808,85.592825,23.664168
AE,-24854,-7356409.341940,175.592780,0.000000
WS,-24854,-7356320.056322,265.592794,-23.664204
VE,-24825,-7346000.447588,355.590948,0.000000
SS,-24825,-7345907.086910,85.590961,23.666302
AE,-24825,-7345817.304473,175.590916,0.000000
WS,-24825,-7345728.034137,265.590929,-23.666338
VE,-24796,-7335408.441634,355.589106,0.000000
SS,-24796,-7335315.065129,85.589119,23.668443
AE,-24796,-7335225.266975,175.589074,0.000000
WS,-24796,-7335136.011790,265.589088,-23.668479
VE,-24767,-7324816.435665,355.587288,0.000000
SS,-24767,-7324723.043467,85.587301,23.670589
AE,-24767,-7324633.229447,175.587257,0.000000
WS,-24767,-7324543.989280,265.587271,-23.670625
VE,-24738,-7314224.429681,355.585493,0.000000
SS,-24738,-7314131.021924,85.585507,23.672741
AE,-24738,-7314041.191890,175.585462,0.000000
WS,-24738,-7313951.966608,265.585477,-23.672778
VE,-24709,-7303632.423680,355.583722,0.000000
SS,-24709,-7303539.000500,85.583736,23.674900
AE,-24709,-7303449.154305,175.583692,0.000000
WS,-24709,-7303359.943773,265.583706,-23.674936
VE,-24680,-7293040.417662,355.581975,0.000000
SS,-24680,-7292946.979195,85.581989,23.677064
AE,-24680,-7292857.116693,175.581945,0.000000
WS,-24680,-7292767.920775,265.581960,-23.677100
VE,-24651,-7282448.411623,355.580251,0.000000
SS,-24651,-7282354.958009,85.580265,23.679234
AE,-24651,-7282265.079056,175.580221,0.000000
WS,-24651,-7282175.897614,265.580236,-23.679271
VE,-24622,-7271856.405564,355.578551,0.000000
SS,-24622,-7271762.936944,85.578566,23.681410
AE,-24622,-7271673.041395,175.578521,0.000000
WS,-24622,-7271583.874288,265.578537,-23.681446
VE,-24593,-7261264.399482,355.576874,0.000000
SS,-24593,-7261170.915997,85.576890,23.683591
AE,-24593,-7261081.003711,175.576846,0.000000
WS,-24593,-7260991.850800,265.576861,-23.683628
VE,-24564,-7250672.393376,355.575222,0.000000
SS,-24564,-7250578.895171,85.575238,23.685779
AE,-24564,-7250488.966005,175.575194,0.000000
WS,-24564,-7250399.827147,265.575210,-23.685816
VE,-24535,-7240080.387244,355.573594,0.000000
SS,-24535,-7239986.874465,85.573609,23.687972
AE,-24535,-7239896.928278,175.573566,0.000000
WS,-24535,-7239807.803330,265.573582,-23.688009
VE,-24506,-7229488.381086,355.571989,0.000000
SS,-24506,-7229394.853880,85.572005,23.690171
AE,-24506,-7229304.890532,175.571962,0.000000
WS,-24506,-7229215.779348,265.571978,-23.690208
VE,-24477,-7218896.374900,355.570409,0.000000
SS,-24477,-7218802.833415,85.570425,23.692375
AE,-24477,-7218712.852767,175.570382,0.000000
WS,-24477,-7218623.755202,265.570399,-23.692412
VE,-24448,-7208304.368684,355.568853,0.000000
SS,-24448,-7208210.813070,85.568870,23.694585
AE,-24448,-7208120.814986,175.568826,0.000000
WS,-24448,-7208031.730892,265.568843,-23.694622
VE,-24419,-7197712.362437,355.567321,0.000000
SS,-24419,-7197618.792846,85.567338,23.696800
AE,-24419,-7197528.777188,175.567295,0.000000
WS,-24419,-7197439.706417,265.567312,-23.696838
VE,-24390,-7187120.356158,355.565813,0.000000
SS,-24390,-7187026.772743,85.565831,23.699021
AE,-24390,-7186936.739376,175.565787,0.000000
WS,-24390,-7186847.681777,265.565805,-23.699059
VE,-24361,-7176528.349844,355.564330,0.000000
SS,-24361,-7176434.752760,85.564348,23.701248
AE,-24361,-7176344.701551,175.564305,0.000000
WS,-24361,-7176255.656972,265.564323,-23.701285
VE,-24332,-7165936.343495,355.562871,0.000000
SS,-24332,-7165842.732899,85.562889,23.703480
AE,-24332,-7165752.663713,175.562846,0.000000
WS,-24332,-7165663.632002,265.562864,-23.703517
VE,-24303,-7155344.337109,355.561437,0.000000
SS,-24303,-7155250.713159,85.561455,23.705717
AE,-24303,-7155160.625865,175.561412,0.000000
WS,-24303,-7155071.606867,265.561431,-23.705755
VE,-24274,-7144752.330684,355.560027,0.000000
SS,-24274,-7144658.693539,85.560046,23.707959
AE,-24274,-7144568.588007,175.560003,0.000000
WS,-24274,-7144479.581567,265.560022,-23.707997
VE,-24245,-7134160.324220,355.558642,0.000000
SS,-24245,-7134066.674041,85.558661,23.710207
AE,-24245,-7133976.550140,175.558618,0.000000
WS,-24245,-7133887.556102,265.558637,-23.710245
VE,-24216,-7123568.317714,355.557282,0.000000
SS,-24216,-7123474.654664,85.557301,23.712460
AE,-24216,-7123384.512267,175.557258,0.000000
WS,-24216,-7123295.530472,265.557277,-23.712498
VE,-24187,-7112976.311166,355.555946,0.000000
SS,-24187,-7112882.635407,85.555965,23.714718
AE,-24187,-7112792.474387,175.555923,0.000000
WS,-24187,-7112703.504677,265.555942,-23.714756
VE,-24158,-7102384.304573,355.554635,0.000000
SS,-24158,-7102290.616272,85.554655,23.716982
AE,-24158,-7102200.436503,175.554612,0.000000
WS,-24158,-7102111.478716,265.554632,-23.717020
VE,-24129,-7091792.297934,355.553349,0.000000
SS,-24129,-7091698.597258,85.553369,23.719250
AE,-24129,-7091608.398615,175.553327,0.000000
WS,-24129,-7091519.452591,265.553347,-23.719288
VE,-24100,-7081200.291248,355.552088,0.000000
SS,-24100,-7081106.578365,85.552108,23.721523
AE,-24100,-7081016.360725,175.552066,0.000000
WS,-24100,-7080927.426300,265.552086,-23.721562
VE,-24071,-7070608.284514,355.550852,0.000000
SS,-24071,-7070514.559593,85.550872,23.723802
AE,-24071,-7070424.322834,175.550830,0.000000
WS,-24071,-7070335.399844,265.550851,-23.723841
VE,-24042,-7060016.277729,355.549640,0.000000
SS,-24042,-7059922.540942,85.549661,23.726085
AE,-24042,-7059832.284944,175.549620,0.000000
WS,-24042,-7059743.373224,265.549640,-23.726124
VE,-24013,-7049424.270892,355.548454,0.000000
SS,-24013,-7049330.522412,85.548476,23.728374
AE,-24013,-7049240.247055,175.548434,0.000000
WS,-24013,-7049151.346438,265.548455,-23.728413
VE,-23984,-7038832.264003,355.547294,0.000000
SS,-23984,-7038738.504002,85.547315,23.730667
AE,-23984,-7038648.209169,175.547274,0.000000
WS,-23984,-7038559.319488,265.547295,-23.730706
VE,-23955,-7028240.257058,355.546158,0.000000
SS,-23955,-7028146.485713,85.546180,23.732965
AE,-23955,-7028056.171288,175.546138,0.000000
WS,-23955,-7027967.292373,265.546160,-23.733004
VE,-23926,-7017648.250058,355.545047,0.000000
SS,-23926,-7017554.467544,85.545070,23.735268
AE,-23926,-7017464.133411,175.545028,0.000000
WS,-23926,-7017375.265094,265.545050,-23.735307
VE,-23897,-7007056.242999,355.543962,0.000000
SS,-23897,-7006962.449496,85.543985,23.737576
AE,-23897,-7006872.095542,175.543944,0.000000
WS,-23897,-7006783.237650,265.543966,-23.737615
VE,-23868,-6996464.235882,355.542903,0.000000
SS,-23868,-6996370.431568,85.542925,23.739888
AE,-23868,-6996280.057680,175.542885,0.000000
WS,-23868,-6996191.210042,265.542907,-23.739927
VE,-23839,-6985872.228704,355.541869,0.000000
SS,-23839,-6985778.413760,85.541891,23.742205
AE,-23839,-6985688.019828,175.541851,0.000000
WS,-23839,-6985599.182270,265.541873,-23.742244
VE,-23810,-6975280.221464,355.540860,0.000000
SS,-23810,-6975186.396072,85.540883,23.744527
AE,-23810,-6975095.981986,175.540842,0.000000
WS,-23810,-6975007.154334,265.540865,-23.744566
VE,-23781,-6964688.214160,355.539877,0.000000
SS,-23781,-6964594.378504,85.539900,23.746853
AE,-23781,-6964503.944157,175.539860,0.000000
WS,-23781,-6964415.126234,265.539883,-23.746892
VE,-23752,-6954096.206791,355.538919,0.000000
SS,-23752,-6954002.361055,85.538943,23.749183
AE,-23752,-6953911.906340,175.538903,0.000000
WS,-23752,-6953823.097971,265.538926,-23.749223
VE,-23723,-6943504.199356,355.537987,0.000000
SS,-23723,-6943410.343725,85.538011,23.751519
AE,-23723,-6943319.868538,175.537971,0.000000
WS,-23723,-6943231.069545,265.537995,-23.751558
VE,-23694,-6932912.191852,355.537081,0.000000
SS,-23694,-6932818.326515,85.537105,23.753858
AE,-23694,-6932727.830751,175.537065,0.000000
WS,-23694,-6932639.040956,265.537089,-23.753898
VE,-23665,-6922320.184280,355.536200,0.000000
SS,-23665,-6922226.309423,85.536225,23.756202
AE,-23665,-6922135.792981,175.536185,0.000000
WS,-23665,-6922047.012204,265.536210,-23.756242
VE,-23636,-6911728.176636,355.535346,0.000000
SS,-23636,-6911634.292449,85.535371,23.758551
AE,-23636,-6911543.755230,175.535331,0.000000
WS,-23636,-6911454.983290,265.535356,-23.758590
VE,-23607,-6901136.168919,355.534517,0.000000
SS,-23607,-6901042.275594,85.534542,23.760903
AE,-23607,-6900951.717498,175.534503,0.000000
WS,-23607,-6900862.954213,265.534528,-23.760943
VE,-23578,-6890544.161129,355.533714,0.000000
SS,-23578,-6890450.258857,85.533740,23.763260
AE,-23578,-6890359.679787,175.533700,0.000000
WS,-23578,-6890270.924975,265.533725,-23.763300
VE,-23549,-6879952.153263,355.532937,0.000000
SS,-23549,-6879858.242237,85.532963,23.765621
AE,-23549,-6879767.642099,175.532924,0.000000
WS,-23549,-6879678.895575,265.532949,-23.765661
VE,-23520,-6869360.145321,355.532186,0.000000
SS,-23520,-6869266.225734,85.532213,23.767986
AE,-23520,-6869175.604433,175.532174,0.000000
WS,-23520,-6869086.866014,265.532199,-23.768026
VE,-23491,-6858768.137300,355.531462,0.000000
SS,-23491,-6858674.209349,85.531488,23.770356
AE,-23491,-6858583.566793,175.531449,0.000000
WS,-23491,-6858494.836292,265.531475,-23.770396
VE,-23462,-6848176.129199,355.530763,0.000000
SS,-23462,-6848082.193079,85.530790,23.772729
AE,-23462,-6847991.529178,175.530751,0.000000
WS,-23462,-6847902.806409,265.530777,-23.772769
VE,-23433,-6837584.121017,355.530090,0.000000
SS,-23433,-6837490.176926,85.530117,23.775106
AE,-23433,-6837399.491591,175.530079,0.000000
WS,-23433,-6837310.776367,265.530105,-23.775147
VE,-23404,-6826992.112753,355.529444,0.000000
SS,-23404,-6826898.160889,85.529471,23.777488
AE,-23404,-6826807.454032,175.529433,0.000000
WS,-23404,-6826718.746165,265.529460,-23.777528
VE,-23375,-6816400.104404,355.528824,0.000000
SS,-23375,-6816306.144967,85.528852,23.779873
AE,-23375,-6816215.416503,175.528813,0.000000
WS,-23375,-6816126.715803,265.528840,-23.779914
VE,-23346,-6805808.095969,355.528230,0.000000
SS,-23346,-6805714.129160,85.528258,23.782262
AE,-23346,-6805623.379005,175.528220,0.000000
WS,-23346,-6805534.685283,265.528247,-23.782303
VE,-23317,-6795216.087447,355.527663,0.000000
SS,-23317,-6795122.113468,85.527691,23.784655
AE,-23317,-6795031.341540,175.527653,0.000000
WS,-23317,-6794942.654604,265.527680,-23.784696
VE,-23288,-6784624.078837,355.527122,0.000000
SS,-23288,-6784530.097890,85.527150,23.787052
AE,-23288,-6784439.304108,175.527112,0.000000
WS,-23288,-6784350.623767,265.527140,-23.787093
VE,-23259,-6774032.070137,355.526607,0.000000
SS,-23259,-6773938.082425,85.526636,23.789453
AE,-23259,-6773847.266711,175.526598,0.000000
WS,-23259,-6773758.592773,265.526626,-23.789493
VE,-23230,-6763440.061346,355.526119,0.000000
SS,-23230,-6763346.067073,85.526148,23.791857
AE,-23230,-6763255.229351,175.526111,0.000000
WS,-23230,-6763166.561622,265.526139,-23.791898
VE,-23201,-6752848.052461,355.525657,0.000000
SS,-23201,-6752754.051834,85.525687,23.794265
AE,-23201,-6752663.192028,175.525650,0.000000
WS,-23201,-6752574.530314,265.525678,-23.794306
VE,-23172,-6742256.043483,355.525222,0.000000
SS,-23172,-6742162.036707,85.525252,23.796676
AE,-23172,-6742071.154744,175.525215,0.000000
WS,-23172,-6741982.498850,265.525244,-23.796717
VE,-23143,-6731664.034408,355.524814,0.000000
SS,-23143,-6731570.021692,85.524844,23.799091
AE,-23143,-6731479.117500,175.524807,0.000000
WS,-23143,-6731390.467231,265.524836,-23.799132
VE,-23114,-6721072.025237,355.524432,0.000000
SS,-23114,-6720978.006788,85.524462,23.801510
AE,-23114,-6720887.080297,175.524426,0.000000
WS,-23114,-6720798.435457,265.524455,-23.801551
VE,-23085,-6710480.015967,355.524077,0.000000
SS,-23085,-6710385.991994,85.524108,23.803932
AE,-23085,-6710295.043137,175.524071,0.000000
WS,-23085,-6710206.403528,265.524101,-23.803973
VE,-23056,-6699888.006598,355.523749,0.000000
SS,-23056,-6699793.977310,85.523780,23.806357
AE,-23056,-6699703.006020,175.523743,0.000000
WS,-23056,-6699614.371446,265.523773,-23.806398
VE,-23027,-6689295.997127,355.523447,0.000000
SS,-23027,-6689201.962735,85.523478,23.808786
AE,-23027,-6689110.968949,175.523442,0.000000
WS,-23027,-6689022.339210,265.523472,-23.808827
VE,-22998,-6678703.987553,355.523172,0.000000
SS,-22998,-6678609.948270,85.523204,23.811218
AE,-22998,-6678518.931924,175.523168,0.000000
WS,-22998,-6678430.306822,265.523198,-23.811259
VE,-22969,-6668111.977875,355.522925,0.000000
SS,-22969,-6668017.933912,85.522956,23.813653
AE,-22969,-6667926.894947,175.522920,0.000000
WS,-22969,-6667838.274281,265.522951,-23.813695
VE,-22940,-6657519.968092,355.522704,0.000000
SS,-22940,-6657425.919661,85.522736,23.816092
AE,-22940,-6657334.858019,175.522700,0.000000
WS,-22940,-6657246.241590,265.522731,-23.816133
VE,-22911,-6646927.958202,355.522509,0.000000
SS,-22911,-6646833.905518,85.522542,23.818534
AE,-22911,-6646742.821141,175.522506,0.000000
WS,-22911,-6646654.208747,265.522537,-23.818575
VE,-22882,-6636335.948204,355.522342,0.000000
SS,-22882,-6636241.891480,85.522375,23.820979
AE,-22882,-6636150.784314,175.522340,0.000000
WS,-22882,-6636062.175755,265.522371,-23.821020
VE,-22853,-6625743.938096,355.522202,0.000000
SS,-22853,-6625649.877548,85.522235,23.823427
AE,-22853,-6625558.747540,175.522200,0.000000
WS,-22853,-6625470.142612,265.522232,-23.823468
VE,-22824,-6615151.927877,355.522089,0.000000
SS,-22824,-6615057.863721,85.522122,23.825878
AE,-22824,-6614966.710820,175.522087,0.000000
WS,-22824,-6614878.109322,265.522119,-23.825919
VE,-22795,-6604559.917546,355.522003,0.000000
SS,-22795,-6604465.849998,85.522037,23.828332
AE,-22795,-6604374.674155,175.522002,0.000000
WS,-22795,-6604286.075883,265.522034,-23.828373
VE,-22766,-6593967.907102,355.521944,0.000000
SS,-22766,-6593873.836378,85.521978,23.830788
AE,-22766,-6593782.637546,175.521944,0.000000
WS,-22766,-6593694.042297,265.521976,-23.830830
VE,-22737,-6583375.896543,355.521913,0.000000
SS,-22737,-6583281.822861,85.521947,23.833248
AE,-22737,-6583190.600994,175.521912,0.000000
WS,-22737,-6583102.008564,265.521945,-23.833290
VE,-22708,-6572783.885867,355.521908,0.000000
SS,-22708,-6572689.809446,85.521942,23.835711
AE,-22708,-6572598.564502,175.521908,0.000000
WS,-22708,-6572509.974685,265.521941,-23.835753
VE,-22679,-6562191.875074,355.521931,0.000000
SS,-22679,-6562097.796131,85.521965,23.838176
AE,-22679,-6562006.528069,175.521931,0.000000
WS,-22679,-6561917.940661,265.521964,-23.838218
VE,-22650,-6551599.864162,355.521981,0.000000
SS,-22650,-6551505.782917,85.522016,23.840644
AE,-22650,-6551414.491698,175.521982,0.000000
WS,-22650,-6551325.906493,265.522015,-23.840686
VE,-22621,-6541007.853130,355.522058,0.000000
SS,-22621,-6540913.769803,85.522093,23.843115
AE,-22621,-6540822.455389,175.522059,0.000000
WS,-22621,-6540733.872181,265.522093,-23.843157
VE,-22592,-6530415.841977,355.522162,0.000000
SS,-22592,-6530321.756787,85.522198,23.845589
AE,-22592,-6530230.419143,175.522164,0.000000
WS,-22592,-6530141.837727,265.522198,-23.845631
VE,-22563,-6519823.830701,355.522294,0.000000
SS,-22563,-6519729.743869,85.522330,23.848065
AE,-22563,-6519638.382962,175.522297,0.000000
WS,-22563,-6519549.803130,265.522331,-23.848107
VE,-22534,-6509231.819301,355.522454,0.000000
SS,-22534,-6509137.731047,85.522489,23.850543
AE,-22534,-6509046.346848,175.522456,0.000000
WS,-22534,-6508957.768393,265.522491,-23.850585
VE,-22505,-6498639.807776,355.522640,0.000000
SS,-22505,-6498545.718322,85.522676,23.853024
AE,-22505,-6498454.310800,175.522644,0.000000
WS,-22505,-6498365.733515,265.522678,-23.853066
VE,-22476,-6488047.796124,355.522854,0.000000
SS,-22476,-6487953.705693,85.522891,23.855508
AE,-22476,-6487862.274821,175.522858,0.000000
WS,-22476,-6487773.698497,265.522893,-23.855550
VE,-22447,-6477455.784345,355.523096,0.000000
SS,-22447,-6477361.693157,85.523133,23.857994
AE,-22447,-6477270.238911,175.523100,0.000000
WS,-22447,-6477181.663341,265.523135,-23.858036
VE,-22418,-6466863.772436,355.523365,0.000000
SS,-22418,-6466769.680715,85.523402,23.860482
AE,-22418,-6466678.203071,175.523370,0.000000
WS,-22418,-6466589.628047,265.523405,-23.860524
VE,-22389,-6456271.760398,355.523661,0.000000
SS,-22389,-6456177.668366,85.523699,23.862973
AE,-22389,-6456086.167304,175.523667,0.000000
WS,-22389,-6455997.592616,265.523702,-23.863015
VE,-22360,-6445679.748228,355.523985,0.000000
SS,-22360,-6445585.656108,85.524023,23.865466
AE,-22360,-6445494.131609,175.523991,0.000000
WS,-22360,-6445405.557049,265.524027,-23.865508
VE,-22331,-6435087.735926,355.524337,0.000000
SS,-22331,-6434993.643941,85.524375,23.867961
AE,-22331,-6434902.095989,175.524343,0.000000
WS,-22331,-6434813.521348,265.524380,-23.868003
VE,-22302,-6424495.723490,355.524716,0.000000
SS,-22302,-6424401.631864,85.524755,23.870458
AE,-22302,-6424310.060443,175.524723,0.000000
WS,-22302,-6424221.485512,265.524760,-23.870500
VE,-22273,-6413903.710919,355.525123,0.000000
SS,-22273,-6413809.619875,85.525162,23.872957
AE,-22273,-6413718.024974,175.525131,0.000000
WS,-22273,-6413629.449543,265.525167,-23.873000
VE,-22244,-6403311.698212,355.525558,0.000000
SS,-22244,-6403217.607975,85.525597,23.875459
AE,-22244,-6403125.989582,175.525566,0.000000
WS,-22244,-6403037.413441,265.525603,-23.875501
VE,-22215,-6392719.685368,355.526020,0.000000
SS,-22215,-6392625.596160,85.526059,23.877962
AE,-22215,-6392533.954269,175.526028,0.000000
WS,-22215,-6392445.377208,265.526066,-23.878004
VE,-22186,-6382127.672386,355.526510,0.000000
SS,-22186,-6382033.584432,85.526549,23.880467
AE,-22186,-6381941.919036,175.526519,0.000000
WS,-22186,-6381853.340845,265.526556,-23.880510
VE,-22157,-6371535.659264,355.527028,0.000000
SS,-22157,-6371441.572789,85.527067,23.882974
AE,-22157,-6371349.883883,175.527037,0.000000
WS,-22157,-6371261.304353,265.527075,-23.883017
VE,-22128,-6360943.646001,355.527573,0.000000
SS,-22128,-6360849.561229,85.527613,23.885484
AE,-22128,-6360757.848813,175.527583,0.000000
WS,-22128,-6360669.267732,265.527621,-23.885526
VE,-22099,-6350351.632597,355.528146,0.000000
SS,-22099,-6350257.549751,85.528186,23.887994
AE,-22099,-6350165.813825,175.528157,0.000000
WS,-22099,-6350077.230984,265.528195,-23.888037
VE,-22070,-6339759.619050,355.528747,0.000000
SS,-22070,-6339665.538356,85.528788,23.890507
AE,-22070,-6339573.778921,175.528758,0.000000
WS,-22070,-6339485.194110,265.528796,-23.890550
VE,-22041,-6329167.605359,355.529376,0.000000
SS,-22041,-6329073.527040,85.529417,23.893022
AE,-22041,-6328981.744102,175.529387,0.000000
WS,-22041,-6328893.157110,265.529426,-23.893064
VE,-22012,-6318575.591523,355.530033,0.000000
SS,-22012,-6318481.515805,85.530074,23.895538
AE,-22012,-6318389.709369,175.530044,0.000000
WS,-22012,-6318301.119986,265.530083,-23.895580
VE,-21983,-6307983.577541,355.530717,0.000000
SS,-21983,-6307889.504647,85.530758,23.898055
AE,-21983,-6307797.674723,175.530729,0.000000
WS,-21983,-6307709.082739,265.530769,-23.898098
VE,-21954,-6297391.563412,355.531430,0.000000
SS,-21954,-6297297.493567,85.531471,23.900575
AE,-21954,-6297205.640166,175.531442,0.000000
WS,-21954,-6297117.045370,265.531482,-23.900617
VE,-21925,-6286799.549135,355.532170,0.000000
SS,-21925,-6286705.482562,85.532212,23.903095
AE,-21925,-6286613.605698,175.532183,0.000000
WS,-21925,-6286525.007879,265.532223,-23.903138
VE,-21896,-6276207.534709,355.532938,0.000000
SS,-21896,-6276113.471633,85.532980,23.905617
AE,-21896,-6276021.571320,175.532952,0.000000
WS,-21896,-6275932.970269,265.532992,-23.905660
VE,-21867,-6265615.520132,355.533734,0.000000
SS,-21867,-6265521.460777,85.533776,23.908141
AE,-21867,-6265429.537033,175.533748,0.000000
WS,-21867,-6265340.932540,265.533788,-23.908184
VE,-21838,-6255023.505405,355.534558,0.000000
SS,-21838,-6254929.449994,85.534601,23.910666
AE,-21838,-6254837.502838,175.534573,0.000000
WS,-21838,-6254748.894693,265.534613,-23.910709
VE,-21809,-6244431.490525,355.535410,0.000000
SS,-21809,-6244337.439282,85.535453,23.913192
AE,-21809,-6244245.468737,175.535425,0.000000
WS,-21809,-6244156.856729,265.535466,-23.913235
VE,-21780,-6233839.475493,355.536290,0.000000
SS,-21780,-6233745.428640,85.536333,23.915720
AE,-21780,-6233653.434730,175.536306,0.000000
WS,-21780,-6233564.818650,265.536347,-23.915763
VE,-21751,-6223247.460306,355.537198,0.000000
SS,-21751,-6223153.418068,85.537242,23.918249
AE,-21751,-6223061.400818,175.537214,0.000000
WS,-21751,-6222972.780456,265.537255,-23.918292
VE,-21722,-6212655.444964,355.538134,0.000000
SS,-21722,-6212561.407563,85.538178,23.920779
AE,-21722,-6212469.367002,175.538151,0.000000
WS,-21722,-6212380.742150,265.538192,-23.920822
VE,-21693,-6202063.429467,355.539098,0.000000
SS,-21693,-6201969.397124,85.539142,23.923310
AE,-21693,-6201877.333284,175.539115,0.000000
WS,-21693,-6201788.703731,265.539157,-23.923353
VE,-21664,-6191471.413812,355.540090,0.000000
SS,-21664,-6191377.386751,85.540135,23.925842
AE,-21664,-6191285.299663,175.540108,0.000000
WS,-21664,-6191196.665201,265.540150,-23.925885
VE,-21635,-6180879.398000,355.541111,0.000000
SS,-21635,-6180785.376442,85.541155,23.928375
AE,-21635,-6180693.266141,175.541129,0.000000
WS,-21635,-6180604.626562,265.541171,-23.928418
VE,-21606,-6170287.382030,355.542159,0.000000
SS,-21606,-6170193.366196,85.542204,23.930909
AE,-21606,-6170101.232719,175.542177,0.000000
WS,-21606,-6170012.587814,265.542220,-23.930952
VE,-21577,-6159695.365900,355.543235,0.000000
SS,-21577,-6159601.356011,85.543280,23.933444
AE,-21577,-6159509.199398,175.543254,0.000000
WS,-21577,-6159420.548958,265.543297,-23.933487
VE,-21548,-6149103.349609,355.544340,0.000000
SS,-21548,-6149009.345887,85.544385,23.935980
AE,-21548,-6148917.166179,175.544359,0.000000
WS,-21548,-6148828.509997,265.544402,-23.936023
VE,-21519,-6138511.333158,355.545472,0.000000
SS,-21519,-6138417.335821,85.545518,23.938517
AE,-21519,-6138325.133062,175.545492,0.000000
WS,-21519,-6138236.470930,265.545535,-23.938560
VE,-21490,-6127919.316544,355.546633,0.000000
SS,-21490,-6127825.325814,85.546679,23.941054
AE,-21490,-6127733.100048,175.546653,0.000000
WS,-21490,-6127644.431760,265.546697,-23.941097
VE,-21461,-6117327.299768,355.547822,0.000000
SS,-21461,-6117233.315862,85.547868,23.943592
AE,-21461,-6117141.067139,175.547843,0.000000
WS,-21461,-6117052.392488,265.547886,-23.943636
VE,-21432,-6106735.282828,355.549038,0.000000
SS,-21432,-6106641.305965,85.549085,23.946131
AE,-21432,-6106549.034335,175.549060,0.000000
WS,-21432,-6106460.353114,265.549104,-23.946174
VE,-21403,-6096143.265724,355.550284,0.000000
SS,-21403,-6096049.296122,85.550330,23.948670
AE,-21403,-6095957.001637,175.550306,0.000000
WS,-21403,-6095868.313641,265.550350,-23.948714
VE,-21374,-6085551.248455,355.551557,0.000000
SS,-21374,-6085457.286332,85.551604,23.951211
AE,-21374,-6085364.969046,175.551579,0.000000
WS,-21374,-6085276.274068,265.551623,-23.951254
VE,-21345,-6074959.231019,355.552858,0.000000
SS,-21345,-6074865.276592,85.552905,23.953751
AE,-21345,-6074772.936562,175.552881,0.000000
WS,-21345,-6074684.234399,265.552926,-23.953794
VE,-21316,-6064367.213418,355.554188,0.000000
SS,-21316,-6064273.266902,85.554235,23.956292
AE,-21316,-6064180.904187,175.554211,0.000000
WS,-21316,-6064092.194633,265.554256,-23.956335
VE,-21287,-6053775.195648,355.555545,0.000000
SS,-21287,-6053681.257260,85.555593,23.958833
AE,-21287,-6053588.871921,175.555570,0.000000
WS,-21287,-6053500.154772,265.555614,-23.958877
VE,-21258,-6043183.177711,355.556931,0.000000
SS,-21258,-6043089.247665,85.556979,23.961375
AE,-21258,-6042996.839765,175.556956,0.000000
WS,-21258,-6042908.114818,265.557001,-23.961419
VE,-21229,-6032591.159605,355.558346,0.000000
SS,-21229,-6032497.238115,85.558394,23.963917
AE,-21229,-6032404.807720,175.558371,0.000000
WS,-21229,-6032316.074771,265.558416,-23.963961
VE,-21200,-6021999.141330,355.559788,0.000000
SS,-21200,-6021905.228610,85.559836,23.966460
